url;Publication;Authors;Institution;Affiliation;Country;Journal;Citations;Date;Year;Application;Materials;Number of classes;Classes;Exploratory data analysis;Preprocessing;Feature selection;Feature selection approach;Spectral input;Classification approaches;Classification;Classifier;Best model;Validation internal;Validation external;Model validation;Software
https://pubs.rsc.org/en/content/articlelanding/2017/ja/c6ja00322b#!divAbstract;Impact of Laser-Induced Breakdown Spectroscopy data normalization on multivariate classification accuracy;Pořízka et al., 2016;CEITEC;Central European Institute of Technology, Brno University of Technology, Czech Republic;Czech Republic;Journal of Analytical Atomic Spectrometry;;18.10.2016;2016;Polymers;Polymers;16;;?;;-;?;:    (200-915 nm);PCA, SIMCA;PCA;-;-;-;-;?;?
https://pubs.rsc.org/en/content/articlelanding/2016/RA/C6RA22337K#!divAbstract;Proposition of classification models for the direct evaluation of the quality of cattle and sheep leathers using laser-induced breakdown spectroscopy (LIBS) analysis;Neiva et al., 2016;Federal University of São Carlos;Chemistry Department, Federal University of São Carlos, Brazil;Brazil;RSC Advances;13;27.10.2016;2016;Materials;Leather;10;sheep, cattle;?;NormArea;-;-;LIBS spectrum:  RawInt (180-1040 nm);PCA, SIMCA, KNN, PLS-DA;PLS-DA;-;-;-;-;?;?
https://link.springer.com/article/10.1007/s00216-017-0268-z;A hybrid LIBS–Raman system combined with chemometrics: an efficient tool for plastic identification and sorting;Shameem et al., 2017;Manipal University;Department of Atomic and Molecular Physics, Manipal University, India;India;Analytical and Bioanalytical Chemistry;37;20.03.2017;2017;Polymers;Polymers;4;polyethylene terephthalate (PET), high density polyethylene (PE), polypropylene (PP), polystyrene (PS);Visual inspection;Smooth;domain knowledge;Domain k-wledge;LIBS subregions:  RawInt (245-260, 375-390, 485-500 nm);PCA;PCA;PCA;PCA;accuracy: 93%;-;Internal;GRAMS
https://www.sciencedirect.com/science/article/abs/pii/S0584854716304189;Classification of wrought aluminum alloys by Artificial Neural Networks evaluation of Laser Induced Breakdown Spectroscopy spectra from aluminum scrap samples;Campanella et al., 2007;Research Area of National Research Council;Applied and Laser Spectroscopy Laboratory, Institute of Chemistry of Organometallic Compounds, Research Area of National Research Council, Italy;Italy;Spectrochimica Acta Part B: Atomic Spectroscopy;48;01.08.2017;2017;Materials;Alloys;8;Al alloys: manganese 0.4–1.2%, magnesium 1–5%, magnesium 0.5–1% and silicon 0.5–1.4%, zinc 1–7.6%;PCA;-;domain knowledge;Domain k-wledge;LIBS subregions:  564 RawInt (279-289, 322-340, 355-392, 401-408 nm);ANN;ANN;ANN;MLP (564, 4, 6);accuracy: 75%;accuracy: 75%;External;MATLAB
https://pubs.rsc.org/en/content/articlelanding/2017/ja/c7ja00218a#!divAbstract;Classification and discrimination of coal ash by laser-induced breakdown spectroscopy (LIBS) coupled with advanced chemometric methods;Zhang et al., 2017;College of Chemistry & Material Science;Institute of Analytical Science, College of Chemistry & Material Science, Northwest University, China;China;Journal of Analytical Atomic Spectrometry;32;03.08.2017;2017;Geological samples;Coal ash;3;GSB06-2119-2007, GSB06-2121-2007, GSB06-2122-2007;PCA;-;ICA;ICA;Features:  30 ICs (220-800 nm);ICA, WNN;ANN;ANN;"WNN (30, 10, 3; iterations: 1000; learning rate: 0.006; momentum: 0.01)";accuracy: 100%;-;Internal;MATLAB
https://www.sciencedirect.com/science/article/abs/pii/S0584854717300708;Classification of wines according to their production regions with the contained trace elements using laser-induced breakdown spectroscopy;Tian et al., 2017;Shanghai Jiao Tong University;Department of Physics and Astronomy, Shanghai Jiao Tong University, China;China;Spectrochimica Acta Part B: Atomic Spectroscopy;40;01.09.2017;2017;Foodstuff;Wines;5;California, Beaujolais, Bordeaux, Bourgogne, Languedoc;PCA;NormIS (Y: 362.1, 360.1 nm);VIRF;Embedded (RF);Features:  17 PeakInt (C, O, H, N, Al, Na, Mg, K, Ca, Li, B, Si, P, Ti, Mn, Fe, Cu, Zn, Rb, Sr, Ba, Pb);PCA, RF;RF;RF;RF (88 trees);accuracy: 100%;-;Internal;MATLAB
https://www.sciencedirect.com/science/article/abs/pii/S0308814617305642;Qualitative and quantitative analysis of milk for the detection of adulteration by Laser Induced Breakdown Spectroscopy (LIBS);Moncayo et al., 2017; Complutense University;Laser Chemistry Lab, Department of Analytical Chemistry, Faculty of Chemical Sciences, Complutense University, Spain;Spain;Food Chemistry;105;01.10.2017;2017;Foodstuff;Milk;4;cow, goat, sheep;PCA;NormIS (Ca: 393.37);-;?;LIBS subregions:  635 RawInt (190-450 nm);PCA, ANN;ANN;ANN;ANN (635, ?, ?);accuracy: 100%;-;Internal;MATLAB
https://pubs.rsc.org/en/content/articlelanding/2018/ay/c7ay02643a#!divAbstract;Provenance classification of nephrite jades using multivariate LIBS: a comparative study;Yu et al., 2018;Tsinghua University;Department of Thermal Engineering, Tsinghua-BP Clean Energy Center, Tsinghua University, China;China;Analytical Methods;18;29.11.2017;2017;Geological samples;Nephrite Jades;5;Luodian, Xinjiang, Qinghai, Russia, Korea;PCA;BckgCorr,  NormArea;algorithmic peak extraction;Algorithmic peak extraction;Features:  245 PeakAreas (188-986 nm);PCA, PLS-DA, LDA, SVM;SVM;SVM;SVM (linaer kernel);accuracy: 100%;-;Internal;MATLAB
https://pubs.rsc.org/en/content/articlelanding/2018/ja/c7ja00398f#!divAbstract;Exploration of megapixel hyperspectral LIBS images using principal component analysis;Moncayo et al., 2018; Complutense University;Laser Chemistry Lab, Department of Analytical Chemistry, Faculty of Chemical Sciences, Complutense University, Spain;Spain;Journal of Analytical Atomic Spectrometry;42;04.01.2018;2018;Geological samples;Turquoise ;3;mineral phases: turquoise, pyrite, silica;PCA;-;-;-;LIBS spectrum:  2048 RawInt (250-330 nm);PCA;?;?;-;-;-;?;MATLAB
https://pubs.rsc.org/en/Content/ArticleLanding/2018/ja/c8ja00001h;In situ classification of rocks using stand-off laser-induced breakdown spectroscopy with a compact spectrometer;Li et al., 2018;Wuhan National Laboratory for Optoelectronics;Wuhan National Laboratory for Optoelectronics (WNLO), Huazhong University of Science and Technology, Wuhan, China;China;Journal of Analytical Atomic Spectrometry;26;13.02.2018;2018;Geological samples;Rocks;15;hyalopsite, granite, basalt, cinder, liparite, shale, calcareous tuff, sandstone, conglomerate, limestone, slate, marble, quartzite, gneiss, micacite;PCA;-;domain knowedge;Domain k-wledge;Features:  PeakInt (390-640 nm);LDA, PCA;LDA;LDA;LDA;accuracy: 100%;-;Internal;MATLAB
https://www.sciencedirect.com/science/article/abs/pii/S0733521017307464;Evaluation of sample preparation methods for rice geographic origin classification using laser-induced breakdown spectroscopy;Yang et al., 2018;Wuhan National Laboratory for Optoelectronics;Wuhan National Laboratory for Optoelectronics (WNLO), Huazhong University of Science and Technology, Wuhan, China;China;Journal of Cereal Science;40;01.03.2018;2018;Foodstuff;Rice;20;Thailand, Zhijiang, Suihus, Dongguan, Chaoyang, Bama, Panjin, Guangzhou, Wuchang, Lianhua, Qiqihaer, Shuanliao, Anqing, Xiangshui, Taoyuan, Shangrao, Taizhou, Jian, Zhuxi, Tailai;PCA;NormIS (C: 247.86 nm);PCA;PCA;Features:  30 PCs (185-904 nm);PCA, SVM;SVM;SVM;SVM (RBF kernel);accuracy: 99%;-;Internal;MATLAB
https://journals.sagepub.com/doi/full/10.1177/0003702818765183;Forensic Discrimination of Latent Fingerprints Using Laser-Induced Breakdown Spectroscopy (LIBS) and Chemometric Approaches;Yang et al., 2018;Seoul National University;Department of Aerospace Engineering, Seoul National University, Republic of Korea;Republic of Korea;Applied Spectroscopy;9;23.03.2018;2018;Forensics/Explosives;Finger Prints;4;4 different individuals;PCA;-;PCA;PCA;Features:  2 PCs (198-1050 nm);PCA, SIMCA, PLS-DA;PLS-DA;PLS-DA;-;accuracy: 90%;accuracy: 85%;Internal;MATLAB
https://www.sciencedirect.com/science/article/abs/pii/S0309174017309907;Identification of offal adulteration in beef by laser induced breakdown spectroscopy (LIBS);Velioglu et al., 2018;Namık Kemal University;Department of Agricultural Biotechnology, Namık Kemal University, Turkey;Turkey;Meat Science;57;01.04.2018;2018;Foodstuff;Meat;3;offal, beef, offal adulterated;PCA;-;-;?;-;-;?;?;-;-;-;?;?
https://www.sciencedirect.com/science/article/abs/pii/S0958694617302492;Identification of milk fraud using laser-induced breakdown spectroscopy (LIBS);Sezer et al., 2018;Hacettepe University;Department of Food Engineering, Hacettepe University, Turkey;Turkey;International Dairy Journal;34;01.06.2018;2018;Foodstuff;Milk;2;pure, adulterated;PCA;FirstDv, NormSNV;PCA;PCA;Features:  4 PCs (C, Mg, Ca, CN, Na, H, N, K, O);PCA;PCA;PCA;PCA;-;-;?;?
https://www.sciencedirect.com/science/article/abs/pii/S0030402618304595;Industrial polymers classification using laser-induced breakdown spectroscopy combined with self-organizing maps and K-means algorithm;Tang et al., 2018;Hunan University of Science and Engineering;Department of Electronic and Information Engineering, Hunan University of Science and Engineering, China;China;Optik;30;01.07.2018;2018;Polymers;Polymers;12;"
acrylonitrile (PAN), acrylonitrile–butadiene–styrene (PBS), nylon (PA), polycarbonate (PC), polyethylene (PE), polymethyl methacrylate (PMMA), polypropylene (PP), polystyrene (PS), polytetrafluoroethylene (PTFE), polyurethane (PU), polyformaldehyde (POM), polyvinylchloride (PVC)";?;-;WghtPCA;Weighting;Features:  6 PeakIntWght (C2, CN, C, O, N, H);SOM, kmeans;ANN;ANN;"SOM (neurons: 25; iterations: 400)";accuracy: 99%;-;Internal;MATLAB
https://pubs.rsc.org/en/content/articlelanding/2018/ja/c8ja00224j#!divAbstract;Identification and classification of meteorites using a handheld LIBS instrument coupled with a fuzzy logic-based method;Senesi et al., 2018;CNR-Istituto di Nanotecnologia (NANOTEC);CNR-Istituto di Nanotecnologia (NANOTEC) PLasMI Lab, Italy;Italy;"Journal of Analytical Atomic Spectrometry
";14;17.07.2018;2018;Geological samples;Meteorites;4;iron, stone, stony-iron meteorites, meteor-wrongs;Visual inspection;-;-;?;-;fuzzy rules;?;fuzzy rules;fuzzy rules;accuracy: 96%;-;Internal;?
https://www.sciencedirect.com/science/article/abs/pii/S0305440318301195;Discriminating volcanic centers with handheld laser-induced breakdown spectroscopy (LIBS);Harmon et al., 2018;North Carolina State University;Department of Marine, Earth, and Atmospheric Sciences, North Carolina State University, United States;United States;Journal of Archaeological Science;23;01.10.2018;2018;Geological samples;Volcanic centers;multiple experiments;multiple experiments;?;-;-;?;-;PCA, PLS-DA, Spectral Contrast Angle;?;-;-;-;-;?;?
https://www.mdpi.com/1424-8220/18/11/3670/htm;Application of Computational Intelligence Methods for the Automated Identification of Paper-Ink Samples Based on LIBS;Rzecki et al., 2018;Cracow University of Technology;Faculty of Physics, Mathematics and Computer Science, Cracow University of Technology, Poland;Poland;Sensors;30;29.10.2018;2018;Forensics/Explosives;Paper-Ink;30;Bic Orange fine blue, Rystor Kropka 0.5 1986, Staedtler Stick 430F, Staedtler Ball 432F, Toma Sunny fine 050 ;PCA;NormMinMax;domain knowledge;Domain k-wledge;LIBS subregion:  7000 RawInt (185-904 nm);PCA, GRNN, PNN, MLP, SVM, DT, KNN;RF;RF;RF (? trees);accuracy: 99%;-;Internal;Python (Scikit-learn)
https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/full/10.1002/cem.3092;Classification and statistical analysis of hydrothermal seafloor rocks measured underwater using laser-induced breakdown spectroscopy;Yelameli et al., 2018;Kyushu Institute of Technology;Graduate School of Life Science and Systems Engineering, Department of Human Intelligence Systems, Kyushu Institute of Technology, Japan;Japan;Journal of Chemometrics;10;30.10.2018;2018;Geological samples;Rocks underwater;multiple experiments;multiple experiments;?;-;multiple experiments;?;multiple experiments;PCA, SVM, KNN, ANN;?;multiple experiments;multiple experiments;multiple experiments;multiple experiments;?;?
https://www.sciencedirect.com/science/article/abs/pii/S0584854717305463;Rapid classification of archaeological ceramics via laser-induced breakdown spectroscopy coupled with random forest;Qi et al., 2018;Northwest University;Key Laboratory of Synthetic and Natural Functional Molecule Chemistry of the Ministry of Education, College of Chemistry & Material Science, Northwest University, China;China;Spectrochimica Acta Part B: Atomic Spectroscopy;39;01.11.2018;2018;Materials;Ceramics;6;modern ceramics, Qing dynasty, Song dynasty, Jin dynasty, Yuan dynasty, Tang dynasty;Visual inspection;-;VIRF;RF;Features:  RawInt (220-720 nm);RF;RF;RF;RF (500 trees);-;accuracy: 94%;External;MATLAB
https://opg.optica.org/ao/abstract.cfm?uri=ao-57-28-8297;Laser-induced breakdown spectroscopy assisted chemometric methods for rice geographic origin classification;Yang et al., 2018;Wuhan National Laboratory for Optoelectronics;Wuhan National Laboratory for Optoelectronics (WNLO), Huazhong University of Science and Technology, Wuhan, China;China;Applied Optics;18;26.11.2018;2018;Foodstuff;Rice;20;Thailand, Zhijiang, Suihus, Dongguan, Chaoyang, Bama, Panjin, Guangzhou, Wuchang, Lianhua, Qiqihaer, Shuanliao, Anqing, Xiangshui, Taoyuan, Shangrao, Taizhou, Jian, Zhuxi, Tailai;Visual inspection;-;PCA;PCA;Features:  30 PCs (185-904 nm);RF, PLS-DA, LDA, SVM;SVM;SVM;SVM (? kernel);accuracy: 99.2%;-;Internal;MATLAB
https://iopscience.iop.org/article/10.1088/2058-6272/aaebc4/meta;Hybrid classification of coal and biomass by laser-induced breakdown spectroscopy combined with K-means and SVM;Peng et al., 2018;South China University of Technology;Institute of Safety Science & Engineering, South China University of Technology, China;China;Plasma Science and Technology;19;05.12.2018;2018;Geological samples;Coal;3;caoal, municipal sludge, biomass;Visual inspection;NormMinMax;domain knowledge;Domain k-wledge;Features:  11 PeakInt (C, H, N, O, Ca, Si, Mg, Al, Fe, Na, K );kmeans, SVM;SVM;k-means + SVM;k-means + SVM;accuracy: 98%;-;Internal;MATLAB
https://iopscience.iop.org/article/10.1088/2058-6272/aaf7bf/meta;A rapid classification method of aluminum alloy based on laser-induced breakdown spectroscopy and random forest algorithm;Zhan et al., 2019;Tsinghua University;Department of Electronic Engineering, Tsinghua University, China;China;Plasma Science and Technology;18;16.01.2019;2019;Materials;Alloys;4;Al alloys: LD, LC, LY, ZL series;PCA;-;?;?;?;RF;RF;RF;RF (1000 trees);accuracy: 98%;-;Internal;MATLAB
https://link.springer.com/article/10.1007/s00340-019-7166-3;Laser-induced breakdown spectroscopy (LIBS) for classification of wood species integrated with artificial neural network (ANN);Cui et al., 2019;Beijing Institute of Technology;School of Optics and Photonics, Beijing Institute of Technology, China;China;Applied Physics B;28;08.03.2019;2019;Materials;Wood;4;Africa rosewood, Brazil bubinga, Myanmar padauk, Pterocarpus erinaceus;PCA;NormArea;PCA-based;PCA;Features:  49 PeakInt (Fe, Ca, Na, H, K, O, N);ANN;ANN;ANN;MLP (49, 6-15, 4);accuracy: 100%;-;Internal;MATLAB
https://link.springer.com/article/10.1007/s00216-019-01731-3;Application of laser-induced breakdown spectroscopy (LIBS) coupled with PCA for rapid classification of soil samples in geothermal areas;Chatterjee et al., 2019;Bhabha Atomic Research Centre;Bhabha Atomic Research Centre;India;Analytical and Bioanalytical Chemistry;26;16.03.2019;2019;Soil;Soil;20;thermal manifestations;PCA;-;?;-;LIBS spectrum:  RawInt (200-975 nm);PCA;PCA;PCA;PCA;accuracy: 85%;-;Internal;?
https://www.sciencedirect.com/science/article/abs/pii/S0304389419301451;Identification and classification of explosives using semi-supervised learning and laser-induced breakdown spectroscopy;Wang et al., 2019;Beijing Institute of Technology;School of Optics and Photonics, Beijing Institute of Technology, China;China;Journal of Hazardous Materials;24;05.05.2019;2019;Forensics/Explosives;Explosives;2;explosives (HMX, CL-20, RDX, and TNT), plastics (3240 epoxy glass cloth, FR-4 epoxy glass cloth, ABS, nylon);Visual inspection;BckgCorr, NormArea;domain knowledge;Domain k-wledge;Features:  7 PeakInt (C2, CN, C, O, N, H);KNN;KNN;ANN;KNN (R: 3.3%, K: 3, L: 15);accuracy: 100%;-;Internal;MATLAB
https://pubs.rsc.org/en/content/articlelanding/2019/ja/c9ja00102f#!divAbstract;Femtosecond laser-induced breakdown spectroscopy studies for the identification of plastics;Junjuri et al., 2019;University of Hyderabad;Advanced Centre of Research in High Energy Materials, University of Hyderabad, India;India;Journal of Analytical Atomic Spectrometry;21;30.05.2019;2019;Polymers;Polymers;5;polyethylene terephthalate (PET), high density polyethylene (HDPE), low density polyethylene (LDPE), polypropylene (PP), polystyrene (PS);PCA;NormIS (C: 247.85 nm);domain knowledge;Domain k-wledge;Features:  10 PeakInt (C, H, N, O, Ti, Mg, Na, K, NH, CN, C2);PCA, ANN;ANN;ANN;MLP (10, 15, 5);accuracy: 99%;-;Internal;MATLAB
https://pubs.rsc.org/en/content/articlelanding/2019/ja/c9ja00105k;Rapid classification of plastic bottles by laser-induced breakdown spectroscopy (LIBS) coupled with partial least squares discrimination analysis based on spectral windows (SW-PLS-DA);Liu et al., 2019;Jilin University;College of Instrumentation & Electrical Engineering, Jilin University, China;China;Journal of Analytical Atomic Spectrometry;13;18.06.2019;2019;Polymers;Polymers;3;polyethylene terephthalate (PET), high density polyethylene (HDPE), polypropylene (PP);?;WT;-;?;Features:  3857 RawInt (200-940 nm);PLS-DA;PLS-DA;PLS-DA;SW-PLS-DA;accuracy: 94%;-;Internal;MATLAB
https://www.sciencedirect.com/science/article/abs/pii/S0142941818313333;Identification of post-consumer plastics using laser-induced breakdown spectroscopy;Junjuri et al., 2019;University of Hyderabad;Advanced Centre of Research in High Energy Materials, University of Hyderabad, India;India;Polymer Testing;20;01.07.2019;2019;Polymers;Polymers;10;"low-density polyethylene
 (LDPE), high-density polyethylene
 (HDPE), polyethylene terephthalate
 (PET), polypropylene (PP), polypropylene co-polymer (PPCP), high impact polystyrene (HIP), polystyrene (PS), SIHET, acrylonitrile butadiene styrene (ABS), polycarbonate (PC)";Visual inspection + PCA;-;domain knowledge;Domain k-wledge;Features:  PeakInt (200-1000 nm);Ratios, PLS-DA;PLS-DA;PLS-DA;PLS-DA;accuracy: 93%;-;Internal;MATLAB
https://www.sciencedirect.com/science/article/abs/pii/S0584854719301612;Classification of sedimentary and igneous rocks by laser induced breakdown spectroscopy and nanoparticle-enhanced laser induced breakdown spectroscopy combined with principal component analysis and graph theory;El-Saeid et al., 2019;Cairo University;National Institute for Laser-Enhanced Science, Cairo University, Egypt;Egypt;Spectrochimica Acta Part B: Atomic Spectroscopy;18;01.08.2019;2019;Geological samples;Rocks;6;" granite, leucogranite, dolerite (igneous); siltstone, magnetite, malachite (sedimentary)";PCA;-;-;-;LIBS spectrum:  RawInt (200-950 nm);PCA, Graph Theory;Graph theory;Graph Theory;Graph Theory;accuracy: 99%;-;Internal;?
https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/full/10.1002/cem.3208;Novel LIBS method for micro-spatial chemical analysis of inorganic gunshot residues;Menking-Hoggatt et al., 2019;West Virginia University;Department of Forensic and Investigative Science,West Virginia University, United States;United States;Journal of Chemometrics;12;09.12.2019;2019;Forensics/Explosives;Gunshot residuals;Review;shooters, non-shooters;Visual inspection + PCA;-;domain knowledge;Domain k-wledge;Features:  5 SNRatio (Sb, Cu, Pb, Al, Ba);LRM, NM, ANN;ANN;ANN;MLP (5, 3, 2);: %;-;Internal;R Studio
https://pubs.rsc.org/en/content/articlelanding/2020/ja/c9ja00360f#!divAbstract;Four-metal-element quantitative analysis and pollution source discrimination in atmospheric sedimentation by laser-induced breakdown spectroscopy (LIBS) coupled with machine learning;Zhang et al., 2020;Northwest University;Key Laboratory of Synthetic and Natural Functional Molecule Chemistry of the Ministry of Education, College of Chemistry & Material Science, Northwest University, China;China;Journal of Analytical Atomic Spectrometry;13;17.12.2019;2019;Biological/Life Science;Pollution Sources;2;residential, transit;?;WT;-;?;Features:  (70-750 nm);RF, LSSVM ;SVM;SVM;LSSVM (RBF kernel) ;accuracy: 99%;-;Internal;?
https://www.sciencedirect.com/science/article/abs/pii/S0308814619314414;Laser-based classification of olive oils assisted by machine learning;Gazeli et al., 2020;University of Patras;Department of Physics, University of Patras, Greece;Greece;Food Chemistry;27;01.01.2020;2020;Foodstuff;Olive Oil;2;different region-acidity combinations: NR-0.41, NR-1.00, ER-0.42, WR-0.48, SR-0.55, SR-9.42, CR-0.62, CR-1.69;PCA;-;PCA;PCA;Features:  10 PCs (200-1100 nm);PCA, LDA, SVM, RF;SVM;SVM;SVM (linear kernel);accuracy: 92%;-;Internal;Python (Scikit-learn)
https://www.sciencedirect.com/science/article/abs/pii/S058485471930518X;Laser-induced breakdown spectroscopy assisted by machine learning for olive oils classification: The effect of the experimental parameters;Bellou et al., 2020;University of Patras;Department of Physics, University of Patras, Greece;Greece;Spectrochimica Acta Part B: Atomic Spectroscopy;20;01.01.2020;2020;Foodstuff;Olive Oil;8;"non-adulterated: E1, E2, E3, E4; E4 adulterated with pomace oil: E5 (10% v/v), E6 (20% v/v), E7 (30% v/v), E8 (50% v/v), E9(70% v/v), E10 (100% v/v)";Visual inspection + PCA;-;PCA;PCA;Features:  150 PCs (200-1100 nm);PCA, LDA;LDA;LDA;LDA;accuracy: 100%;-;Internal;Python (Scikit-learn)
https://www.nature.com/articles/s41597-020-0396-8;Benchmark classification dataset for laser-induced breakdown spectroscopy;Képeš et al., 2020;CEITEC;Central European Institute of Technology, Brno University of Technology, Czech Republic;Czech Republic;Scientific Data;10;13.02.2020;2020;Soil;Soil;8;U ore, Zn-Pb-Ag sulfide ore, Ni-Cu-PGE , Sn ore, Ni-Cu ore, Au-Cu ore, Mn ore, Gold oxide ore, Zinc sulfide ore, Hematite ore, Anomalous ferruginous soil, Silver copper gold ore, Skarn tungsten magnetite;?;-;-;?;-;-;?;-;-;-;-;?;?
https://www.sciencedirect.com/science/article/abs/pii/S0169743919305490;Rapid discrimination of Salvia miltiorrhiza according to their geographical regions by laser induced breakdown spectroscopy (LIBS) and particle swarm optimization-kernel extreme learning machine (PSO-KELM);Liang et al., 2020;Northwest University;Key Laboratory of Synthetic and Natural Functional Molecule Chemistry of the Ministry of Education, College of Chemistry & Material Science, Northwest University, China;China;Chemometrics and Intelligent Laboratory Systems;16;15.02.2020;2020;Biological/Life Science;Plant;12;Shandong, Shannxi, Shanxi, Henan, Sichuan, Gansu;PCA;-;PSO;Wrapper-based;Features:  2001 RawInt (200-500 nm);PCA, PSO-KELM;PSO-KELM;KELM;PSO-KELM ;accuracy: 95%;-;Internal;MATLAB
https://www.sciencedirect.com/science/article/abs/pii/S0039914019312056;Spatially resolved polymer classification using laser induced breakdown spectroscopy (LIBS) and multivariate statistics;Brunnbauer et al., 2020;TU Wien;Institute of Chemical Technologies and Analytics, TU Wien, Austria;Austria;Talanta;15;01.03.2020;2020;Polymers;Polymers;6;polyethylene (PE), polyacrylate (PAK),  polyvinylchloride (PVC), acrylonitrile butadiene styrene (ABS), polylactic acid (PLA);PCA;BckgCorr;domain knowledge;Domain k-wledge;Features:  8 PeakAreas (C, CN, C2, H, O);PCA, kmeans;?;exploratory study;exploratory study;exploratory study;-;?;Epina ImageLab
https://www.mdpi.com/1424-8220/20/5/1393/htm;Application of Scikit and Keras Libraries for the Classification of Iron Ore Data Acquired by Laser-Induced Breakdown Spectroscopy (LIBS);Yang et al., 2020;North University of China;"
Science and Technology on Electronic Test and Measurement Laboratory, North University of China, China";China;Sensors;30;04.03.2020;2020;Geological samples;Iron Ores;5;magnetite, cobalt-bearing magnetite, hematite, oolitic hematite, mica hematite, maghemite, pyrite, pyrrhotine, siderite, limonite;Visual inspection + PCA;-;PCA;PCA;Features:  10 PCs (190-950 nm);PCA, KNN, SVM, NN;SVM;SVM;SVM (? kernel);accuracy: 94%;-;Internal;Python (Keras)
https://link.springer.com/article/10.1007/s00216-020-02574-z;Multivariate analysis and laser-induced breakdown spectroscopy (LIBS): a new approach for the spatially resolved classification of modern art materials;Pagnin et al., 2020;Academy of Fine Arts Vienna;Institute of Natural Sciences and Technology in the Arts (INTK), Academy of Fine Arts Vienna, Austria;Austria;Analytical and Bioanalytical Chemistry;9;14.03.2020;2020;Polymers;Polymers;10;modern contemporary materials;?;BckgCorr;domain knowledge;Domain k-wledge;Features:  8 PeakAreas (C, C2, H, O, Ti, Al, Na, Si, Cd, S, Co, Fe, Cr, O, Mn);PCA, RF;RF;-;-;-;-;?;?
https://www.mdpi.com/1424-8220/20/7/1878;Fast Classification of Geographical Origins of Honey Based on Laser-Induced Breakdown Spectroscopy and Multivariate Analysis;Zhao et al., 2020;Zhejiang University of Technology;"
Key Laboratory of E & M, Zhejiang University of Technology, Ministry of Education & Zhejiang Province,China";China;Sensors;15;28.03.2020;2020;Foodstuff;Honey;3;"Shaanxi, Shanxi, Jilin (acacia honey); multi-floral honey (Shanxi, Qinghai, Hubei)";Visual inspection + PCA;-;PCA;PCA;Features:  PCs (200-1000 nm);SVM, LDA;SVM;SVM;SVM (? kernel);accuracy: 99%;-;Internal;MATLAB
https://www.sciencedirect.com/science/article/abs/pii/S0584854719306317;Convolutional neural network as a novel classification approach for laser-induced breakdown spectroscopy applications in lithological recognition;Chen et al., 2020;Sichuan University;School of Chemical Engineering, Sichuan University, China;China;Spectrochimica Acta Part B: Atomic Spectroscopy;32;01.04.2020;2020;Geological samples;Rocks;6;dolomites, granites, limestones, mudstones, shales;Visual inspection;NormMinMax;-;-;LIBS spectrum:  6144 RawInt (180-8000 nm);CNN, KNN, PCA, SVM, PLS-DA;CNN;ANN;2D CNN (2 convolutional blocks, 4 channels, fully connected);accuracy: 100%;-;Internal;Python (Keras)
https://www.sciencedirect.com/science/article/abs/pii/S0039914019313074;Tea geographical origin explained by LIBS elemental profile combined to isotopic information;Baskali-Bouregaa et al., 2020;Université Claude Bernard Lyon;Institut des Sciences Analytiques, Université Claude Bernard Lyon, France;France;Talanta;12;01.05.2020;2020;Foodstuff;Tea;5;Mongolia, Zhejian/China, Jiangsu/China, Shandong/China, Hubei/China, Fujian/China, Anhui/China, Ceylon/Sri Lanka, Darjiling/India, unknown;PCA;NormArea;?;?;?;PCA, PLS-DA;PCA;PCA;PCA;accuracy: 100%;-;Internal;?
https://www.mdpi.com/2076-3417/10/10/3462;Olive oils classification via laser-induced breakdown spectroscopy;Gyftokostas et al., 2020;University of Patras;Department of Physics, University of Patras, Greece;Greece;Applied Sciences;8;17.05.2020;2020;Foodstuff;Olive Oils;13;Chania, Rethymnon, Heraklion, Lasithi;PCA;-;PCA;PCA;Features:  30 PCs (200-1100 nm);PCA, LDA, kNN, SVM;LDA;LDA;LDA;accuracy: 94%;-;Internal;Python (Scikit-learn)
https://pubs.rsc.org/en/content/articlelanding/2020/ja/d0ja00186d#!divAbstract;LIBS analysis of the ash content, volatile matter, and calorific value in coal by partial least squares regression based on ash classification;Zhang et al., 2020;Shandong University;Key Laboratory of Laser & Infrared System Integration of Ministry of Education, School of Information Science and Engineering, Shandong University, China;China;Journal of Analytical Atomic Spectrometry;17;10.06.2020;2020;Geological samples;Coal;4;ash content: 1-30 %, 31-72%, 73-101%;Visual inspection;BckgCorr,  NormMinMax;GA;Wrapper-based;Features:  269 RawInt (185-1070 nm);GA, SVM, PLS;SVM;SVM;GA-SVM (RBF kernel);-;accuracy: 95%;External;MATLAB
https://www.sciencedirect.com/science/article/abs/pii/S0169743919308226;Soft classification scheme with pre-cluster-based regression for identification of same-base alloys using laser-induced breakdown spectroscopy;Kim et al., 2020;Electronics and Telecommunications Research Institute (ETRI);Honam Research Center, Electronics and Telecommunications Research Institute (ETRI), South Korea;South Korea;Chemometrics and Intelligent Laboratory Systems;8;15.08.2020;2020;Materials;Alloys;3;aluminum, brass, copper, steel, stainless-steel alloys;Visual inspection;-;-;-;LIBS spectrum:  12272 RawInt (187-1045 nm);PCBR;PCBR;PCBR;PCBR;-;-;External;?
